BKG_NO,SHIPPER_CODE,POR,POL,CONSIGNEE_CODE,POD,DEL,HS_CODE,CM_DESCRIPTION_ORIGINAL,CM_DESCRIPTION_PROCESSED,CM_DESCRIPTION_VERIFIED,CM_DESCRIPTION_OPTIONAL_USER_INPUT
BKKAE5388600,TH101493,"LAT KRABANG,THAILAND",LAEM CHABANG THAILAND,JP108711,"SHIMIZU , JAPAN","SHIMIZU , JAPAN",940390,"BED FRAMES AS PER APPLICANT'S
PURCHASE ORDER NO.DA0012

HS CODE 9403.90.0203

"" FREIGHT COLLECT ""","BED FRAMES AS PER APPLICANT'S
PURCHASE ORDER NO.DA0012",BED FRAMES,BED FRAMES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
LCBA14312500,TH106293,LAEM CHABANG,"LAEM CHABANG, THAILAND",US114337,"LONG BEACH, CA","FONTANA, CA",401110,"FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-Jul-20
H.S CODE: 4011100000, 4011201000","FALKEN BRAND TIRES
INVOICE NO. EET200771946
DATE: 31-JUL-20",TIRES,TIRES
BKKAE6510800,TH100306,BANGKOK,"Laem Chabang, Thailand",FR103071,"LE HAVRE, FRANCE","LE HAVRE, FRANCE",210690,"Product of Thailand Origin
UHT COCONUT MILK
PACKING : 1000ML X 12BOXES/CARTON
PACKING : 250ML X 36BOXES/CARTON
HS CODE: 2106.90
UHT PANDAN SCENTED COCONUT MILK
PACKING : 250ML X 36BOXES/CARTON
HS CODE: 2106.90","PRODUCT OF THAILAND ORIGIN
UHT COCONUT MILK
PACKING : 1000ML X /CARTON
PACKING : 250ML X /CARTON
UHT PANDAN SCENTED COCONUT MILK
PACKING : 250ML X /CARTON",COCONUT MILK,COCONUT MILK
BKKAD2086400,TH102981,"LAEM CHABANG,THAILAND","LAEM CHABANG,THAILAND",US108344,"TACOMA, WA,USA","GEORGETOWN, KY,USA",841430,"1X40'ST
-1 PALLET
COMPRESSOR ASSY
96 SETS/GW.650.96 KGS./CBM 1.24
INVOICE NO.VCNA/W2032-3/1AAIC
-10 PALLETS
COMPRESSOR ASSY
1,000 SETS/GW.7,577.00 KGS./CBM 13.90
INVOICE NO.VCNA/W2032-4/1DAIM
-14 PALLETS
COMPRESSOR ASSY
1,400 SETS/GW.10,591.00 KGS./CBM
INVOICE NO.VCNA/W2032-5/2DAIM

H.S.CODE:84143090

SCAC CODE : KLLM
AMS H B/L : TH2003012","COMPRESSOR ASSY
GW../CBM 1.24
INVOICE NO.VCNA/W2032-3/1AAIC
COMPRESSOR ASSY
GW../CBM 13.90
INVOICE NO.VCNA/W2032-4/1DAIM
COMPRESSOR ASSY
GW../CBM
INVOICE NO.VCNA/W2032-5/2DAIM
AMS H B/L : TH2003012",COMPRESSOR ASSY,COMPRESSOR ASSY
BKKAD0919700,TH103903,"BANGKOK , THAILAND","LAEM CHABANG ,THAILAND",JP107248,"SHIMIZU,JAPAN","SHIMIZU,JAPAN",160414,"DESCRIPTION AS PER
ATTACHED SHEET

***PLS SHOW LOCAL CHARGE IN FIRST DRAFT EVERY TIME***

ONE (1) CONTAINER ONLY
"" FREIGHT COLLECT ""","DESCRIPTION AS PER
ATTACHED SHEET

ONE (1) CONTAINER ONLY","RETORT POUCHED BIGEYE FLAKE IN
OIL",RETORT POUCHED BIGEYE FLAKE IN OIL
LCBA15813500,TH106817,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",JP106706,"KOBE,JAPAN","KOBE,JAPAN",732690,"RETURNABLE STEEL RACK

HS CODE 7326.90
SURRENDER B/L",RETURNABLE STEEL RACK,RETURNABLE STEEL RACK,RETURNABLE STEEL RACK
BKKAF0323500,TH105415,"LAEM CHABANG, THAILAND","LAEM CHABANG, THAILAND",ID100296,"JAKARTA, INDONESIA","JAKARTA, INDONESIA",410711,"SAID TO CONTAIN(CFS/CY)
COW LEATHER-FULL GRAIN LEATHER
PO NR.AD8142926SAD
PO NR.AD8142923SAD
PO NR.AD8142760SAD
PO NR.AD8142776SAD
PO NR.AD8142980SAD
PO NR.NAA820722063
HS CODE:4107

+++++ SEA WAYBILL +++++","COW LEATHER-FULL GRAIN LEATHER
PO NR.AD8142926SAD
PO NR.AD8142923SAD
PO NR.AD8142760SAD
PO NR.AD8142776SAD
PO NR.AD8142980SAD
PO NR.NAA820722063",COW LEATHER-FULL GRAIN LEATHER,COW LEATHER-FULL GRAIN LEATHER
BKKAE8016400,TH100121,"BANGKOK, THAILAND","LAEM CHABANG, THAILAND",TR201547,"MERSIN, TURKEY","MERSIN, TURKEY",283539,"SHIPMENT OF
TOTAL 880 BAGS (20 PALLETS)
22.000 MT. SODIUM ACID PYROPHOSPHATEFG25KG.BLUEPR
HS CODE NO. 283539
CIF MERSIN
TPCE#75026304
G.W. 22,584.00 KGS
N.W. 22,000.00 KGS
FREE TIME 14 DAYS AT DESTINATION

""FREIGHT PREPAID""","SHIPMENT OF
TOTAL
SODIUM ACID
PYROPHOSPHATEFG.BLUEPR
CIF MERSIN
TPCE#75026304
FREE TIME 14 DAYS AT DESTINATION","SODIUM ACID
PYROPHOSPHATE","SODIUM ACID
PYROPHOSPHATE"
BKKAE2859600,TH100477,"LAEM CHABANG, THAILAND PORT","LAEM CHABANG, THAILAND PORT",PK102330,"QASIM SEAPORT, PAKISTAN","QASIM SEAPORT, PAKISTAN",870895,"""HONDA BRAND""
1,571 PCS OF SPARE PARTS FOR
HONDA AUTOMOBILES DETAILED
DESCRIPTION OF PARTICULAS,
QUANTITY AND MATERIAL AS PER
PFI #EA129027 DATED : 21/07/2020
AND #EA129236 DATED : 30/07/2020
H.S.CODE : 87089510ม 87082920
UN NO : 3268, CLASS : 9

IMPORT CONTRACT REGISTRATION
NUMBER : LCN202000495
DATED : MAY 28,2020

CASES, 5 CARTON BOXES)

""FREIGHT COLLECT""","HONDA BRAND""
SPARE PARTS
HONDA AUTOMOBILES DETAILED
DESCRIPTION OF PARTICULAS,
QUANTITY AND MATERIAL AS PER
PFI #EA129027 DATED : 21/07/2020
AND #EA129236 DATED : 30/07/2020
87082920
UN NO : 3268, CLASS : 9
IMPORT CONTRACT REGISTRATION
NUMBER : LCN202000495
DATED : MAY 28,2020
CASES,  BOXES)",SPARE PARTS FOR AUTOMOBILES,SPARE PARTS FOR AUTOMOBILES
BKKAD7674500,TH100993,LAEM CHABANG,"LAEM CHABANG, THAILAND",ZA202344,DURBAN,"DURBAN, SOUTH AFRICA",380210,"1X 40 HQ FT
20 PALLETS
24.0 MT ACTIVATED CARBON
GRADE HRO 6X12SS
(600 KGS/BAG) (40 BAGS)
PLE
TOTAL 20 PALLETS PLE
HC.P.O.NO. 3200271
CK.S.N.NO. 3200271
HS CODE: 3802.10
""FREIGHT PREPAID""
14 DAYS DEMURRAGE FREE TIME","ACTIVATED CARBON
GRADE HRO 6X12SS
PLE
TOTAL  PLE
HC.P.O.NO. 3200271
CK.S.N.NO. 3200271
14 DAYS DEMURRAGE FREE TIME",ACTIVATED CARBON,ACTIVATED CARBON
BKKAD4486300,TH107581,"BANGKOK, THAILAND","LAEM CHABANG, THAILAND",JP109292,"OSAKA, JAPAN","OSAKA, JAPAN",160414,"1X20' FCL
POUCH TUNA
TOP/ 7-11 BRAND
PO : TOP-W19-03-06-1

BIG EYE FLAKE IN SOYBEAN OIL
4X3000G.

HS CODE 1604.14

(FREIGHT PREPAID)

SHIPPED ON BOARD ON AUG 17 , 2020
AT LAEM CHABANG, THAILAND
BY MOL SEABREEZE V.146N
TOTAL N.W. 14,400.00","POUCH TUNA
TOP/ 7-11 BRAND
PO : TOP-W19-03-06-1
BIG EYE FLAKE IN SOYBEAN OIL
4X3000G.
SHIPPED ON BOARD ON AUG 17 , 2020
AT LAEM CHABANG, THAILAND
BY MOL SEABREEZE V.146N
TOTAL N.W. 14,400.00",POUCH TUNA,POUCH TUNA
BKKAD5288400,TH105231,"LAT KRABANG , BANGKOK","LAEM CHABANG , THAILAND",JP104207,"SHIMIZU , JAPAN","SHIMIZU, SHIZUOKA",200580,"2 FCLS "" HOTEI "" BRAND
CANNED SWEET KERNEL CORN
IN VACUUM PACKED 6 /75OZ.

CANNED KERNEL CORN IN VACUUM
PACKED 3 TINS X 180 GNW IN SLEEVE BOX
8 SLEEVE BOX IN CARTON

EMPTY CARTON
NO COMMERCIAL VALUE CUSTOMS
PURPOSE ONLY

H.S. CODE 2005 80

""FREIGHT COLLECT ""","2 FCLS "" HOTEI "" BRAND
CANNED SWEET KERNEL CORN
IN VACUUM PACKED 6 /75OZ.
CANNED KERNEL CORN IN VACUUM
PACKED  X 180 GNW IN SLEEVE BOX
8 SLEEVE BOX IN CARTON
EMPTY CARTON
NO COMMERCIAL VALUE CUSTOMS
PURPOSE ONLY",CANNED SWEET KERNEL CORN,CANNED SWEET KERNEL CORN
BKKAE8439600,TH106652,BANGKOK,"LAEM CHABANG, THAILAND",US302030,"LONG BEACH, CA","LONG BEACH, CA, USA",200819,"UHT COCONUT MILK
HARMONIZED CODE:2008.19.1500
PO.29255

AS PER INVOICE NO. 275237

FREIGHT COLLECT
1X20' DRY FCL
TRANSHIPMENT AT","UHT COCONUT MILK
PO.29255

AS PER INVOICE NO. 275237

TRANSHIPMENT AT",COCONUT MILK,COCONUT MILK
BKKAE4383700,TH102818,"BANGKOK, THAILAND","LAEM CHABANG, THAILAND",JP106230,"YOKOHAMA, JAPAN","YOKOHAMA, JAPAN",732690,"RETURNABLE RACKS (STEEL RACKS)
GS1901M SIZE : 1490 X 2260 X 1100 MM
GS1901H SIZE : 1490 X 2260 X 1420 MM

"" COUNTRY OF ORIGIN : THAILAND ""
HS CODE: 7326.9099

"" FREIGHT COLLECT AT JAPAN""","RETURNABLE RACKS (STEEL RACKS)
GS SIZE : 1490 X 2260 X 1100 MM
GS1901H SIZE : 1490 X 2260 X 1420
MM
COUNTRY OF ORIGIN : THAILAND """,RETURNABLE RACKS,RETURNABLE RACKS
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
BKKAD7903700,SG101725,LAEM CHABANG,"LAEM CHABANG, THAILAND",JP110825,"YOKOHAMA, JAPAN","YOKOHAMA, KANAGAWA",841810,"AQUA BRAND REFRIGERATOR & SPARE PART

TOTAL 2,553 PACKAGES
NET WEIGHT 184,157.00 KGS
GROSS WEIGHT 199,023.00 KGS
VOLUME 2,168.224 CBM
** PLEASE NOTE: NO NEED TO SHOW NW ON BL**","AQUA BRAND REFRIGERATOR & SPARE
PART
TOTAL
VOLUME",REFRIGERATOR AND SPARE PART,REFRIGERATOR AND SPARE PART
